title,ratings,mean_ratings
everyday miracles,496,3.592741935483871
everyone is doing great,498,3.6616465863453813
everything about her,494,3.4746963562753037
everything and nothing,518,3.4845559845559846
everything is free,506,3.4545454545454546
everything sucks!,458,3.400655021834061
everything will be fine,470,3.568085106382979
everything's gonna be okay,475,3.5842105263157893
evidence of blood,511,3.608610567514677
evil,503,3.569582504970179
evil boy,467,3.3950749464668095
evil everywhere,454,3.4801762114537445
evil eye,483,3.489648033126294
evil genius,515,3.5679611650485437
evil little things,461,3.53470715835141
evil on queen street: bloodlust,472,3.6059322033898304
evilution,482,3.478215767634855
evocateur: the morton downey jr. movie,500,3.489
evolution,488,3.4774590163934427
evvarikee cheppoddu,461,3.549891540130152
ewoks: the battle for endor,477,3.5628930817610063
ex machina,431,3.4315545243619487
ex-boyfriend,520,3.535576923076923
examination of conscience,469,3.5170575692963753
excision,477,3.4947589098532497
exciting educational songs! - little baby bum,447,3.5961968680089487
exclusive edition,488,3.5543032786885247
executive decision,445,3.513483146067416
exes baggage,508,3.5265748031496065
exhibit a,477,3.4150943396226414
exit afghanistan,498,3.5632530120481927
exit clov,471,3.515923566878981
exit humanity,453,3.5717439293598234
exit plan,485,3.6103092783505155
exit speed,490,3.543877551020408
exit strategy,472,3.5985169491525424
exit wounds,465,3.4483870967741934
exodus,472,3.5815677966101696
exorcist: the beginning,980,3.5387755102040814
expedition amelia,449,3.5679287305122496
expedition china,503,3.60934393638171
expedition everest,457,3.573304157549234
expedition happiness,503,3.5596421471172963
expedition mars: spirit & opportunity,446,3.5672645739910314
expedition overland,477,3.550314465408805
expedition unknown,494,3.577935222672065
expelled from paradise,528,3.584280303030303
experimenter,505,3.501980198019802
expiry,502,3.5388446215139444
explained,465,3.467741935483871
explore the wildlife kingdom: lions - kings of africa,509,3.5962671905697445
explore with the note 2021,488,3.505122950819672
explorers,485,3.5556701030927833
expo,480,3.56875
exposed,476,3.6029411764705883
exposure,504,3.5813492063492065
extinction,463,3.5431965442764577
extra golden,485,3.547422680412371
extracted,477,3.493710691823899
extraction,509,3.536345776031434
extracurricular,974,3.5693018480492813
extracurricular activities,515,3.545631067961165
extraordinary: the seeding,541,3.590573012939002
extras,490,3.4785714285714286
extreme engagement,448,3.5122767857142856
extreme makeover: home edition,502,3.520916334661355
extreme movie,475,3.497894736842105
extreme raheem,477,3.519916142557652
extreme rescues,469,3.535181236673774
"extremely wicked, shockingly evil and vile",464,3.5366379310344827
extremis,481,3.41995841995842
eye for an eye,483,3.5538302277432714
eye in the sky,503,3.520874751491054
eye of the beholder,452,3.4900442477876106
eye of the beholder: the art of dungeons and dragons,479,3.5240083507306887
eyes of a thief,540,3.5592592592592593
eyes of texas (black & white),481,3.5301455301455302
eyewitness to 9/11: behind the lens,457,3.487964989059081
eyewitness to a pandemic,474,3.5348101265822787
eyyvah eyyvah,490,3.5214285714285714
eyyvah eyyvah 2,495,3.501010101010101
eyyvah eyyvah 3,465,3.574193548387097
ezel,498,3.5301204819277108
f is for family,501,3.557884231536926
f the prom,961,3.5145681581685744
"f*ck, that's delicious",447,3.4910514541387023
f-stops,483,3.5652173913043477
f.r.e.d.i.,518,3.469111969111969
f2 - fun and frustration,527,3.5284629981024667
f2 kicks off,464,3.550646551724138
fabrizio copano: solo pienso en mi,466,3.5085836909871246
fabulous bagel boys,486,3.5102880658436213
fabulous lives of bollywood wives,465,3.5043010752688173
face 2 face,472,3.514830508474576
face the music,452,3.4701327433628317
face your fears | thriller shorts for adults,477,3.5052410901467503
facebook follies: the unexpected consequences of social media,467,3.5342612419700212
faces on film,466,3.5450643776824036
fack ju goehte - suck me shakespeer,448,3.5033482142857144
fack ju goehte 3,511,3.5009784735812133
factory girl,484,3.56198347107438
factotum,472,3.5286016949152543
fadily camara : la plus drôle de tes copines,419,3.5823389021479715
fahim anwar: there's no business like show business,452,3.6581858407079646
fahrenheit 11/9,496,3.5231854838709675
fair haven,437,3.4965675057208236
fair play,500,3.548
fairhaven,449,3.5189309576837418
fairy gone,466,3.4560085836909873
fairy tail,947,3.550686378035903
fairy tale weddings,452,3.581858407079646
fairy tales and bedtime stories,464,3.459051724137931
fairytale: a true story,513,3.5955165692007798
faith,501,3.499001996007984
faith based,479,3.4853862212943634
faith in humanity restored,477,3.450733752620545
faith of my fathers,504,3.511904761904762
faith's song,508,3.4596456692913384
"faith, hope & love",480,3.534375
faithful,472,3.4989406779661016
fak yaass,500,3.598
fake or fortune,499,3.591182364729459
fake or fortune?,490,3.5183673469387755
fake princess,439,3.4772209567198176
fakers mini-series,498,3.533132530120482
fakkah fuzz: almost banned,503,3.5049701789264414
fakta ladh mhana,485,3.6061855670103093
falaknuma das,456,3.5701754385964914
falco,469,3.5159914712153517
falcon rising,507,3.5009861932938855
fall girls,466,3.4420600858369097
fall in love with me,499,3.5220440881763526
fallen,914,3.4803063457330414
fallet,480,3.5864583333333333
falling for christmas,481,3.5925155925155927
falling for destiny,488,3.625
falling for you,485,3.6061855670103093
falling inn love,474,3.6255274261603376
falling water,481,3.5343035343035343
fallout,475,3.5431578947368423
falls around her,493,3.4655172413793105
falsa identidad,497,3.5402414486921527
false flag,496,3.498991935483871
false paradise (feature length),470,3.5861702127659574
false positive,499,3.5340681362725452
falz experience,505,3.5435643564356436
familiar environment,469,3.5490405117270787
familiar wife,511,3.564579256360078
familiars,475,3.557894736842105
familiye,454,3.5693832599118944
family band: the cowsills story,469,3.5831556503198296
family blood,453,3.5309050772626933
family business,498,3.4879518072289155
family by the ton,509,3.5422396856581533
family feud with john o'hurley,456,3.518640350877193
family feud with ray combs,452,3.525442477876106
family feud with richard dawson,482,3.5892116182572615
family guy,490,3.5081632653061225
family home overhaul,473,3.4471458773784356
family matters,463,3.5302375809935205
family reunion,975,3.4805128205128204
famo$o (4k uhd),462,3.5725108225108224
famous in ahmedabad,459,3.471677559912854
fan,494,3.4969635627530367
fan girl,496,3.538306451612903
fan of amoory,499,3.618236472945892
fanaa,467,3.562098501070664
fanatic,456,3.462719298245614
fanatyk,485,3.5721649484536084
fanboys,521,3.5489443378119003
fanchon the cricket,448,3.482142857142857
fancy nancy (shorts),469,3.529850746268657
fandry,529,3.497164461247637
fangbone,517,3.5783365570599615
fanney khan,466,3.5590128755364807
fantasia,501,3.5169660678642716
fantasia 2000,521,3.5326295585412666
fantasmagorias,491,3.5020366598778003
fantastic fights,458,3.5436681222707422
fantastic four,489,3.558282208588957
fantastic four (series),486,3.492798353909465
fantastic four: rise of the silver surfer,467,3.4229122055674517
fantastic four: world's greatest heroes,508,3.561023622047244
fantastic fungi,486,3.54320987654321
fantastic learning songs - little baby bum,474,3.4683544303797467
fantastic mr. fox,498,3.5210843373493974
fantastica,486,3.4886831275720165
fantastica: a boonie bears adventure,506,3.5118577075098814
fantasy island,458,3.4912663755458517
far away from raven’s home,549,3.398907103825137
far from the apple tree,508,3.5698818897637796
far from the tree,481,3.527027027027027
far more,459,3.549019607843137
far too personal,502,3.5468127490039842
faraar,487,3.486652977412731
farce,472,3.5911016949152543
farewell amor,484,3.5640495867768593
fargo,513,3.4853801169590644
farm to fork to love,458,3.4912663755458517
farmhouse facelift,487,3.578028747433265
farmland,470,3.4170212765957446
farruko: en letra de otro,495,3.470707070707071
farscape,506,3.5484189723320156
fartsa,477,3.641509433962264
fary : hexagone,503,3.4731610337972167
fary is the new black,464,3.5657327586206895
fascination,466,3.5493562231759657
fashion,472,3.580508474576271
fast & furious spy racers,476,3.5031512605042017
fast color,494,3.526315789473684
fast getaway,453,3.5849889624724063
fast n' loud,508,3.5226377952755907
fasten your seatbelt,482,3.5197095435684647
faster,521,3.465451055662188
fastest car,427,3.4929742388758784
fat ballerina - david a. arnold,449,3.5902004454342986
fat city,511,3.592954990215264
fat tony & co,498,3.4728915662650603
fatal affair,475,3.5978947368421053
fatal contact: bird flu in america,453,3.498896247240618
fatal destiny,452,3.6161504424778763
fatal fury,484,3.5299586776859506
fate / stay night,465,3.52258064516129
fate of alakada,480,3.559375
fate/apocrypha,472,3.492584745762712
fate/extra last encore,498,3.5261044176706826
fate/grand order -first order-,438,3.567351598173516
fate/stay night [unlimited blade works],458,3.552401746724891
fate/stay night: unlimited blade works,481,3.506237006237006
fate/zero,920,3.5489130434782608
fate: the winx saga,490,3.5785714285714287
fate: the winx saga - the afterparty,504,3.558531746031746
father brown,538,3.5046468401486988
father of invention,484,3.4328512396694215
father of the year,466,3.575107296137339
father soldier son,485,3.531958762886598
father to son,486,3.5823045267489713
fatherhood,461,3.5455531453362257
fathers & daughters,478,3.50836820083682
fathers who kill,448,3.6004464285714284
fatima,491,3.5173116089613035
fatma,460,3.5358695652173915
fatso,506,3.544466403162055
fauci,490,3.4622448979591836
fauda,505,3.5594059405940595
favorite nursery rhymes,475,3.511578947368421
favourite nursery rhymes,538,3.5
favourite nursery rhymes from little baby bum,471,3.5148619957537157
favourite sons,435,3.4988505747126437
fbi's war on black america,500,3.539
fear,504,3.5248015873015874
fear and desire,478,3.6014644351464433
fear and loathing in las vegas,485,3.593814432989691
fear city: new york vs the mafia,477,3.4758909853249476
fear factor,983,3.5076297049847405
fear factor uk,496,3.4818548387096775
fear files... har mod pe darr,447,3.5447427293064875
fear of clowns,501,3.5918163672654693
fear of rain,466,3.4817596566523603
fear street part 1: 1994,479,3.4686847599164925
fear street part 2: 1978,512,3.509765625
fear street part 3: 1666,443,3.5880361173814896
fear the walking dead,430,3.536046511627907
fear the walking dead en español,505,3.4297029702970296
fear: buried alive,455,3.5945054945054946
fearless,980,3.5127551020408165
fearless adventures with jack randall,468,3.5630341880341883
feast,490,3.426530612244898
feb-09,493,3.4847870182555782
february 9,468,3.426282051282051
feed the beast,487,3.4455852156057496
feeding the masses,487,3.584188911704312
feel good,485,3.611340206185567
feel rich,496,3.5413306451612905
feel the beat,475,3.596842105263158
feels like ishq,470,3.598936170212766
felicity,438,3.5593607305936072
felipe esparza: bad decisions,474,3.530590717299578
felipe esparza: they're not going to laugh at you,536,3.6063432835820897
felipe neto: my life makes no sense,447,3.4776286353467563
felix and the hidden treasure,500,3.652
felix lobrecht: hype,463,3.414686825053996
fellini forward,469,3.535181236673774
felon,479,3.535490605427975
felícia 2,479,3.5636743215031315
female agents,497,3.573440643863179
feminists: what were they thinking?,509,3.5373280943025542
feo pero sabroso,505,3.5277227722772277
feral,505,3.5762376237623763
feral state,471,3.5573248407643314
ferdinand,471,3.591295116772824
ferdinand the bull,485,3.502061855670103
fernando,478,3.48326359832636
fernando (dubbed),502,3.5368525896414345
fernando 4k uhd,507,3.502958579881657
fernando 4k uhd (dubbed),507,3.5394477317554243
fernando sanjiao: hombre,483,3.4989648033126293
ferrari ki sawaari,500,3.546
ferris bueller's day off,475,3.5473684210526315
ferro,486,3.587448559670782
ferry,481,3.4885654885654884
fetch! with ruff ruffman,477,3.5345911949685536
feud of the west,531,3.4566854990583806
fever pitch,480,3.509375
fida,508,3.559055118110236
fiddler on the roof,529,3.554820415879017
fiddler: a miracle of miracles,458,3.541484716157205
field of lost shoes,500,3.576
field of stars,483,3.5248447204968945
fierce,461,3.5412147505422995
fiery furnaces,479,3.537578288100209
"fiesta - 1941 color musical comedy w/ jorge negrete, anne ayars",474,3.595991561181435
fifa world cup 2022 qualifying,455,3.5604395604395602
fifty,486,3.460905349794239
fifty year old teenager,484,3.552685950413223
fifty: the series,496,3.525201612903226
figaro pho,452,3.5353982300884956
fighter,518,3.5704633204633205
"fighter, marbo noy morbo",478,3.5721757322175733
fighting caravans,480,3.451041666666667
fighting mad (1939),485,3.509278350515464
fighting temptations,464,3.4676724137931036
fighting the odds: the marilyn gambrell story,497,3.557344064386318
fightworld,471,3.505307855626327
figures of speech,454,3.5165198237885464
figurines,498,3.496987951807229
filinta,495,3.481818181818182
film fest,484,3.5919421487603307
filmworker,449,3.6302895322939865
filosofi kopi the movie,491,3.4725050916496945
filth,446,3.5605381165919283
filthy rich,485,3.5164948453608247
final account,446,3.561659192825112
final descent,484,3.5547520661157024
final destination,432,3.5416666666666665
final destination 2,463,3.4848812095032398
final destination 3,484,3.6415289256198347
final fantasy xiv dad of light,448,3.5044642857142856
"final hours, america’s longest war",509,3.517681728880157
final life,442,3.6097285067873304
final run,500,3.57
final score,438,3.5114155251141552
final stop,518,3.5666023166023164
finally bhalobasha,490,3.5653061224489795
finally found someone,470,3.5042553191489363
find me in paris,482,3.5798755186721993
find my first love,482,3.4813278008298756
find yourself,489,3.549079754601227
finding agnes,486,3.5473251028806585
finding altamira,491,3.5030549898167007
finding dawn,449,3.384187082405345
finding dory,497,3.420523138832998
finding fortune,494,3.4908906882591095
finding grace,473,3.4471458773784356
finding hope,491,3.5539714867617107
finding hubby,475,3.586315789473684
finding jay,497,3.5472837022132797
finding jesus,462,3.514069264069264
finding nemo,485,3.536082474226804
finding ophelia,497,3.5704225352112675
finding you,457,3.4792122538293215
finding your feet,484,3.5464876033057853
finding ‘ohana,528,3.4886363636363638
fine lines,487,3.5708418891170433
finger of guilt,458,3.51528384279476
fire at sea,519,3.4527938342967244
fire chasers,470,3.576595744680851
fire force,459,3.519607843137255
fire in paradise,440,3.5704545454545453
fire in the blood,502,3.5637450199203187
fire in the sky,499,3.555110220440882
firebrand,492,3.5640243902439024
firedrake the silver dragon,504,3.5267857142857144
fireflies,949,3.5263435194942043
firefly,913,3.578860898138007
firefly lane,444,3.519144144144144
fireman sam,958,3.5438413361169103
fireman sam classic,440,3.477272727272727
fireman sam: the great fire of pontypandy,490,3.5755102040816324
fireplace 4k: classic crackling fireplace from fireplace for your home,497,3.5935613682092553
fireplace 4k: crackling birchwood from fireplace for your home,486,3.616255144032922
fires of kuwait,483,3.556935817805383
firesign theatre's hot shorts,494,3.520242914979757
firewalker,485,3.5835051546391754
fireworks,489,3.4314928425357873
first and last,484,3.518595041322314
first class chefs: family style,455,3.4846153846153847
first day,501,3.5019960079840318
first day of school with cocomelon,440,3.5056818181818183
first impression,445,3.5292134831460675
first kid,468,3.594017094017094
first kill,456,3.5350877192982457
first kiss,515,3.637864077669903
first knight,469,3.606609808102345
first lady,482,3.54149377593361
first love,957,3.56687565308255
first match,480,3.502083333333333
first shot,465,3.6043010752688174
first signal,461,3.492407809110629
first taste of freedom,513,3.5555555555555554
first team: juventus,479,3.536534446764092
first they killed my father,502,3.5886454183266934
first we take brooklyn,511,3.5234833659491196
first winter,518,3.5415057915057915
firstborn,457,3.578774617067834
fish hooks,480,3.5614583333333334
fishbowl,519,3.489402697495183
fisherman's friends,504,3.4563492063492065
fishing with dan hernandez,466,3.5536480686695278
fishpeople,483,3.4037267080745344
fishtail,464,3.540948275862069
fishtronaut: the movie,466,3.5815450643776825
fist of fury,500,3.541
fist of the red dragon,443,3.485327313769752
fit for fashion,490,3.5214285714285714
fitoor,440,3.4875
fittest in dubai,494,3.486842105263158
five came back,514,3.5
five came back: the reference films,470,3.6446808510638298
five elements ninjas,476,3.6134453781512605
five feet apart,450,3.52
five fingers of death,470,3.480851063829787
five grand,456,3.5427631578947367
five last days,508,3.5708661417322833
five little babies children's songs in indonesian - bob the train,496,3.4909274193548385
five little ducks nursery rhymes for babies in indonesian,501,3.600798403193613
five nights in maine,492,3.513211382113821
fix it and finish it,493,3.4868154158215012
fixies vs. crabots,510,3.523529411764706
fiza,495,3.529292929292929
flack,475,3.566315789473684
flagged,488,3.5276639344262297
flaked,479,3.5156576200417535
flames: a rising voices film,428,3.557242990654206
flash of genius,916,3.5453056768558953
flashes - the director's cut,434,3.4942396313364057
flashpoint,517,3.5425531914893615
flat no. 609,428,3.5946261682242993
flatbush misdemeanors,492,3.5101626016260163
flatliners,465,3.6086021505376342
flavor of love,505,3.621782178217822
flavorful origins,492,3.542682926829268
flavors of youth: international version,467,3.612419700214133
flawless,492,3.597560975609756
flcl,453,3.56401766004415
flea market flip,446,3.6457399103139014
fleabag,445,3.6
fleabag monkeyface,482,3.5072614107883817
fleetwood mac: the dance,492,3.592479674796748
flesh,465,3.5913978494623655
flesh & blood,448,3.544642857142857
flesh and blood,472,3.5836864406779663
flesh and bone,485,3.5278350515463917
flesh and bone (tv),467,3.507494646680942
flesh is heir to,479,3.6419624217119
flicka,450,3.4355555555555557
flight,475,3.582105263157895
flight 666,479,3.4968684759916493
flight from ashiya,480,3.528125
flight of the fury,456,3.4802631578947367
flight of the navigator,498,3.5562248995983934
flight of the phoenix (2004),455,3.524175824175824
flimflam,499,3.535070140280561
flinch,442,3.563348416289593
flint,468,3.5576923076923075
flint town,500,3.596
flip or flop,512,3.4921875
flip or flop fort worth,477,3.5964360587002098
flip wars,463,3.5345572354211665
flipped,466,3.4892703862660945
flipping boston,463,3.4524838012958963
flipping san diego,468,3.465811965811966
flo and joan alive on stage (4k uhd),499,3.561122244488978
flo and joan: alive on stage,511,3.5303326810176126
float,500,3.486
floating city,499,3.571142284569138
flock of four,499,3.5771543086172346
flooded tombs of the nile,461,3.517353579175705
floor is lava,486,3.5
flora & ulysses,483,3.512422360248447
florence foster jenkins,479,3.536534446764092
florence the ambulance and ross the race car - real city heroes (rch),508,3.534448818897638
flower,481,3.4750519750519753
flower boy next door,462,3.5487012987012987
flower girl,488,3.5297131147540983
flower of evil,448,3.5457589285714284
flowering heart,474,3.607594936708861
flowers,511,3.5841487279843443
flowers and trees,457,3.5218818380743984
flowers in the attic,489,3.5357873210633946
flowers of the forest,491,3.4725050916496945
flubber,486,3.483539094650206
fluffy's food adventures,501,3.5918163672654693
fly like a girl,479,3.5260960334029225
flying deuces,487,3.5677618069815193
flying guillotine 2,497,3.4346076458752517
flying through time,464,3.6077586206896552
flying tiger 2,482,3.5394190871369293
flying tigers,500,3.525
focus forward,471,3.4607218683651806
folklore: the long pond studio sessions,497,3.448692152917505
follow me,508,3.576771653543307
follow this,493,3.5030425963488843
followers,482,3.513485477178423
food club,465,3.5505376344086024
food for feudin',473,3.4841437632135306
food on the go,473,3.522198731501057
food safari - fire,494,3.580971659919028
food wars!,503,3.478131212723658
food wars!: shokugeki no soma,453,3.554083885209713
food: delicious science,461,3.519522776572668
fools rush in,982,3.5280040733197557
footloose,484,3.46797520661157
footprints in the sand,517,3.6102514506769827
footprints: the path of your life,470,3.45
for better for worse,488,3.514344262295082
for colored girls,456,3.512061403508772
for ever and ever,485,3.509278350515464
for grace,441,3.606575963718821
for greater glory,444,3.550675675675676
for here or to go?,493,3.6044624746450302
for hope,507,3.559171597633136
for life,480,3.5385416666666667
for love or money,442,3.521493212669683
for my daughter's honor,493,3.528397565922921
for pete's sake,469,3.526652452025586
for the birds,960,3.5229166666666667
for the broken hearted,524,3.5286259541984735
for the emperor,455,3.5285714285714285
for the love of benji,510,3.562745098039216
for the love of jessee,469,3.461620469083156
for the love of money,451,3.477827050997783
for the love of spock,490,3.6020408163265305
for the win,520,3.5451923076923078
for you i die,456,3.4594298245614037
for your own good,499,3.4198396793587174
forbidden empire,483,3.5010351966873707
forbidden games: the justin fashanu story,490,3.5683673469387753
forbidden planet,497,3.5653923541247483
forbidden secrets,507,3.5433925049309667
forbidden wish,459,3.5718954248366015
force 2,468,3.552350427350427
force majeure,954,3.5335429769392035
force of nature,470,3.50531914893617
forced orphans,478,3.5460251046025104
forces of nature,492,3.5853658536585367
forecast shark attack,514,3.4250972762645913
forensic,505,3.521782178217822
forensic files,1026,3.563840155945419
foresighted liu bo wen,505,3.5495049504950495
forest fairies,481,3.607068607068607
forest of piano,471,3.5658174097664546
forever,500,3.486
forever chape,501,3.529940119760479
forever pure,447,3.5369127516778525
forged in fire,1446,3.5612033195020745
forged in fire: beat the judges,469,3.5063965884861408
forget me not,920,3.5266304347826085
forgive us our debts,528,3.496212121212121
forgiven,490,3.4989795918367346
forgotten,521,3.531669865642994
forgotten ellis island,497,3.5885311871227366
forks over knives,505,3.4693069306930693
forky asks a question: what is a computer?,466,3.4796137339055795
forky asks a question: what is a friend?,469,3.5277185501066097
forky asks a question: what is a leader?,480,3.5375
forky asks a question: what is a pet?,464,3.554956896551724
forky asks a question: what is art?,466,3.5300429184549356
forky asks a question: what is cheese?,512,3.6455078125
forky asks a question: what is love?,455,3.5318681318681318
forky asks a question: what is money?,469,3.535181236673774
forky asks a question: what is reading?,466,3.5375536480686693
forky asks a question: what is time?,523,3.494263862332696
formula 1: drive to survive,486,3.4876543209876543
forrest fun | shorts for kids,479,3.4832985386221296
forrest shaw: poor decisions,497,3.507042253521127
fort bliss,496,3.5433467741935485
fort defiance,492,3.6158536585365852
fort massacre,428,3.539719626168224
forte,506,3.569169960474308
fortitude,482,3.4896265560165975
fortress 2: re-entry,457,3.575492341356674
fortune feimster: sweet & salty,454,3.5991189427312777
forward. side. close!,479,3.578288100208768
fosse/verdon,481,3.6652806652806653
foster kid,499,3.555110220440882
foster's home for imaginary friends,456,3.550438596491228
foul play,448,3.5613839285714284
found,498,3.5622489959839356
founding,457,3.464989059080963
four,496,3.505040322580645
four christmases,478,3.547071129707113
four deuces,480,3.5875
four enchanted sisters,468,3.5876068376068377
four good days,493,3.5659229208924947
four more shots please!,478,3.5638075313807533
four seasons in havana,506,3.4950592885375493
four seasons lodge,463,3.478401727861771
four senses,444,3.4932432432432434
four sisters and a wedding,469,3.570362473347548
four sisters before the wedding,471,3.5063694267515926
four weddings and a funeral,1482,3.469298245614035
fox news sunday,500,3.589
foxpro hunting,455,3.4945054945054945
foxtrot six,477,3.551362683438155
fracture,457,3.551422319474836
fractured,478,3.5
fragmented,441,3.560090702947846
frailty,489,3.457055214723926
frame 313 - the jfk assassination theories,480,3.480208333333333
framed,489,3.5286298568507157
framing john delorean,964,3.5197095435684647
franca: chaos and creation,474,3.4968354430379747
frances,502,3.4721115537848606
frances ferguson,448,3.474330357142857
frances ha,491,3.5570264765784114
francesco de carlo: cose di questo mondo,484,3.553719008264463
franco escamilla: bienvenido al mundo,483,3.580745341614907
franco escamilla: por la anécdota,474,3.550632911392405
frank & fearless,460,3.5206521739130436
frank & lola,452,3.474557522123894
frank and cindy,480,3.566666666666667
frank and ollie,494,3.6376518218623484
frank elstner: just one last question,455,3.6516483516483516
frank of ireland,467,3.486081370449679
frank serpico,507,3.5857988165680474
frankenfish,443,3.476297968397291
frankenstein,491,3.513238289205703
frankenstein and the monster from hell,476,3.5577731092436973
"frankenstein’s monster’s monster, frankenstein",446,3.5470852017937218
frankenweenie,461,3.484815618221258
frankenweenie (short),509,3.5392927308447937
frankie,494,3.5536437246963564
frankie & alice,481,3.4313929313929314
frasier,932,3.5391630901287554
frat star,475,3.5757894736842104
fratricide,456,3.5153508771929824
fraud saiyaan,491,3.5274949083503055
freak show,484,3.5330578512396693
freakish,459,3.6710239651416123
freaks,494,3.5212550607287447
freaks and geeks,486,3.5113168724279835
freaks – you're one of us,522,3.485632183908046
freaky friday,503,3.467196819085487
fred armisen: standup for drummers,484,3.5733471074380163
fred claus,457,3.466083150984683
freddie mercury: the ultimate showman,495,3.5868686868686868
free byrd,474,3.5875527426160336
free fall,521,3.513435700575816
free fire,455,3.576923076923077
free meek,459,3.574074074074074
free rein,498,3.6204819277108435
free rein: the twelve neighs of christmas,502,3.518924302788845
free rein: valentine's day,445,3.495505617977528
free ride,493,3.554766734279919
free solo,502,3.450199203187251
free state of jones,479,3.535490605427975
free to play,471,3.4819532908704884
free to run,494,3.58502024291498
free willy,970,3.55360824742268
free willy 2: the adventure home,495,3.56969696969697
free willy 3: the rescue,461,3.4793926247288502
free willy: escape from pirate's cove,491,3.489816700610998
freedom at midnight,458,3.5982532751091703
freedom writers,502,3.553784860557769
freedomland,458,3.556768558951965
freej al taibeen,515,3.5436893203883497
freelancers,462,3.50974025974026
freelancers: mexico,503,3.540755467196819
freeway: crack in the system,513,3.53411306042885
freezer's campaign,480,3.5072916666666667
french biriyani,480,3.542708333333333
french dirty,518,3.5328185328185326
french postcards,489,3.5224948875255624
french toast,491,3.5539714867617107
frenemies,452,3.586283185840708
frequency,524,3.4980916030534353
fresh dressed,500,3.547
fresh meat,492,3.472560975609756
fresh off the boat,474,3.4873417721518987
"fresh, fried & crispy",471,3.4904458598726116
freshman year,458,3.5556768558951966
freud,446,3.4562780269058297
friday night dinner,479,3.5417536534446765
friday night lights,963,3.5415368639667704
friday night tykes,497,3.5704225352112675
friday on my mind,513,3.492202729044834
friday the 13th,483,3.546583850931677
"friday the 13th, part iii",461,3.5976138828633406
friday the 13th: the final chapter,472,3.4438559322033897
friend request,973,3.526207605344296
friendmates,500,3.53
friends,484,3.614669421487603
friends and crocodiles,500,3.504
friends at last,494,3.562753036437247
friends family & lovers,506,3.4377470355731226
friends from college,467,3.605995717344754
friendsgiving,475,3.5705263157894738
friendship,508,3.5226377952755907
fritz the cat,496,3.5453629032258065
from a to b,454,3.5066079295154187
from dusk till dawn,489,3.5306748466257667
from japan to egypt,440,3.5670454545454544
from nothin,479,3.5334029227557413
from one second to the next,464,3.5323275862068964
from other worlds,576,3.556423611111111
from our family to yours,471,3.484076433121019
from paris with love,525,3.5628571428571427
from prada to nada,489,3.5316973415132926
from russia with love,486,3.544238683127572
from stress to happiness,486,3.565843621399177
from the depths,481,3.506237006237006
from the files of joseph wambaugh: a jury of one,514,3.487354085603113
from the vine,463,3.5226781857451406
from there to here,444,3.5686936936936937
from zero to i love you,514,3.52431906614786
froning: the fittest man in history,499,3.5430861723446894
fronteras,517,3.425531914893617
frontier,499,3.504008016032064
frontier outlaws,470,3.5617021276595744
frontier pony express,461,3.5661605206073754
frontline: trump's showdown,498,3.4759036144578315
frozen,496,3.492943548387097
frozen 2,458,3.589519650655022
frozen fever,446,3.515695067264574
frozen planet,468,3.485042735042735
frozen planet: on thin ice,489,3.483640081799591
frozen planet: the epic journey,457,3.637855579868709
frozen river,465,3.532258064516129
fruits basket,498,3.605421686746988
fruits basket (2019),502,3.598605577689243
fruitvale station,489,3.577709611451943
frustrated man,469,3.574626865671642
fta,503,3.4731610337972167
fuga,474,3.588607594936709
fugget about it,965,3.51139896373057
fugitiva,508,3.552165354330709
fugitive nights: danger in the desert,475,3.576842105263158
fugitive pieces,471,3.478768577494692
fukrey,935,3.5026737967914436
fukrey boyzzz,462,3.5487012987012987
fukrey boyzzz: space mein fukrapanti,488,3.5235655737704916
fukrey returns,481,3.6517671517671517
fukuyadou honpo –kyoto love story-,432,3.5636574074074074
full 3 dhamaal,499,3.5080160320641283
full body every day workouts,478,3.583682008368201
full count,491,3.5631364562118124
full metal panic!,482,3.4502074688796682
full metal panic! the second raid,485,3.620618556701031
full metal panic? fumoffu,452,3.5143805309734515
full out,487,3.5657084188911705
full out 2: you got this!,471,3.5392781316348194
full strike,476,3.5157563025210083
full-court miracle,441,3.487528344671202
fuller house,485,3.4608247422680414
fullmetal alchemist,936,3.5673076923076925
fullmetal alchemist: brotherhood,988,3.54251012145749
fun and fancy free,477,3.569182389937107
fun and games with little baby bus,459,3.485838779956427
fun animal songs for kids by hooplakidz,477,3.440251572327044
fun in acapulco,514,3.5671206225680936
fun mom dinner,491,3.443991853360489
fun play vehicles for kids - gecko's real vehicles,490,3.593877551020408
fun with dick & jane,462,3.5324675324675323
fun with dick and jane,504,3.507936507936508
fun2ssh,459,3.505446623093682
funan,482,3.5881742738589213
functional fitness,461,3.5488069414316703
fundamentally cynical,470,3.497872340425532
fungus the bogeyman,512,3.5751953125
funhouse,466,3.546137339055794
funny animals song and more kids songs - little baby bum,520,3.6317307692307694
funny boy,447,3.548098434004474
funny face,477,3.5953878406708597
funny girl (4k uhd),492,3.553861788617886
funny lesson learn colors with cows and balls for kids colours with animals,469,3.5692963752665245
funny little stories,467,3.5278372591006426
furie,486,3.4948559670781894
furious road,485,3.624742268041237
furthest witness,466,3.5933476394849784
fury at sundown - john derek & nick adams in a classic western,499,3.496993987975952
fury files,484,3.6115702479338845
fury of the fist and the golden fleece,512,3.4951171875
